URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://example.org/fhir/test-subscription-ig/ValueSet/FhirMimeTypeVS,0.0.1,active,,FhirMimeTypeVS,FhirMimeTypeVS,"FHIR Mime Types",,"Other"
http://example.org/fhir/test-subscription-ig/ValueSet/ISiKSubscriptionTopicVS,0.0.1,active,,ISiKSubscriptionTopicVS,ISiKSubscriptionTopic ValueSet,"ValueSet, das alle Codes des ISiKSubscriptionTopic CodeSystems enthält",,"Internal"
http://hl7.org/fhir/ValueSet/subscription-notification-type,0.0.1,active,"2.16.840.1.113883.4.642.3.1523",SubscriptionNotificationTypeVS,SubscriptionNotificationType,"The type of notification represented by the status message.",,"Internal"
