TestImplementationGuide
=========================================

Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Encounter/SZ1Nachstationaer.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Encounter/SZ1Nachstationaer.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Encounter/SZ1Stationaer.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Encounter/SZ1Stationaer.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Encounter/SZ1Vorstationaer.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Encounter/SZ1Vorstationaer.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Encounter/SZ2Encounter.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Encounter/SZ2Encounter.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Patient/DorisQuelle.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Patient/DorisQuelle.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Patient/DorisZiel.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Patient/DorisZiel.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Patient/PatientinMinimal.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Patient/PatientinMinimal.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Patient/PatientinMusterfrau.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Patient/PatientinMusterfrau.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Patient/PatientinNormal.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Patient/PatientinNormal.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Patient/SZ1Patient.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Patient/SZ1Patient.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Patient/SZ2Patient.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Patient/SZ2Patient.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Schedule/ISiKKalenderExample.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Schedule/ISiKKalenderExample.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - Unable to find ImplementationGuide.definition.resource.name for the resource Slot/ISiKTerminblockExample.  Name is mandatory if it cannot be inferred from the resource to allow proper population of the artifact list. (REQUIRED)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Slot/ISiKTerminblockExample.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource HealthcareService/ISiKMedizinischeBehandlungseinheitExample.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Error - The reference https://gematik.de/fhir/isik/StructureDefinition/ExtensionISiKRehaEntlassung could not be resolved (INVARIANT)
Generic: line 0, col 0, Error - The reference https://gematik.de/fhir/isik/StructureDefinition/ISiKTerminPriorityExtension could not be resolved (INVARIANT)
Generic: line 0, col 0, Info - The html source does not contain the publish box; this is recommended for publishing support (NOTFOUND)
Generic: line 0, col 0, Warning - The HTML fragment 'ip-statements.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - An HTML fragment from the set [cross-version-analysis.xhtml, cross-version-analysis-inline.xhtml] is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - An HTML fragment from the set [dependency-table.xhtml, dependency-table-short.xhtml, dependency-table-nontech.xhtml] is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - The HTML fragment 'globals-table.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExample.json: line 44, col 6, Info - This element does not match any known slice defined in the profile https://gematik.de/fhir/isik/StructureDefinition/ISiKTermin|0.0.1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExample.json: line 54, col 8, Error - The extension https://gematik.de/fhir/isik/StructureDefinition/ISiKTerminPriorityExtension could not be found so is not allowed here (STRUCTURE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExample.json: line 55, col 94, Warning - No definition could be found for URL value 'https://gematik.de/fhir/isik/StructureDefinition/ISiKTerminPriorityExtension' (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExample.json: line 54, col 8, Error - Slicing cannot be evaluated: Problem with use of resolve() - profile [CanonicalType[https://gematik.de/fhir/isik/StructureDefinition/ISiKTerminPriorityExtension]] on Appointment.priority.extension:Priority could not be resolved (@char 1) (PROCESSING)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExample.json: line 45, col 8, Error - Unable to resolve resource with reference 'Patient/ISiKPatientTest' (STRUCTURE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExampleExtendedICU.json: line 48, col 6, Info - This element does not match any known slice defined in the profile https://gematik.de/fhir/isik/StructureDefinition/ISiKTermin|0.0.1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExampleExtendedICU.json: line 58, col 8, Error - The extension https://gematik.de/fhir/isik/StructureDefinition/ISiKTerminPriorityExtension could not be found so is not allowed here (STRUCTURE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExampleExtendedICU.json: line 59, col 94, Warning - No definition could be found for URL value 'https://gematik.de/fhir/isik/StructureDefinition/ISiKTerminPriorityExtension' (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExampleExtendedICU.json: line 58, col 8, Error - Slicing cannot be evaluated: Problem with use of resolve() - profile [CanonicalType[https://gematik.de/fhir/isik/StructureDefinition/ISiKTerminPriorityExtension]] on Appointment.priority.extension:Priority could not be resolved (@char 1) (PROCESSING)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Appointment-ISiKTerminExampleExtendedICU.json: line 49, col 8, Error - Unable to resolve resource with reference 'Patient/ISiKPatientTest' (STRUCTURE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementStammdatenRolle.json: line 0, col 0, Error - Conformance resource /__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementStammdatenRolle.json - the canonical URL (http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementStammdatenRolle) does not match the URL (https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementStammdatenRolle). Use the special-url parameter if you really mean for it not to match (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementStammdatenRolle.json: line 1, col 20078, Warning - A definition could not be found for Canonical URL 'https://gematik.de/fhir/isik/ImplementationGuide/ISiK-Basismodul' (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementStammdatenRolle.json: line 0, col 0, Error - URL Mismatch http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementStammdatenRolle vs https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementStammdatenRolle (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur.json: line 0, col 0, Error - Conformance resource /__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur.json - the canonical URL (http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur) does not match the URL (https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur). Use the special-url parameter if you really mean for it not to match (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur.json: line 0, col 0, Warning - The URL 'https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur' has already been used by ISiKCapabilityStatementTerminRepositoryAkteur-expanded in /__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur-expanded (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur.json: line 0, col 0, Error - URL Mismatch http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur vs https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur-expanded.json: line 0, col 0, Error - Conformance resource /__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur-expanded.json - the canonical URL (http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur-expanded) does not match the URL (https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur). Use the special-url parameter if you really mean for it not to match (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur-expanded.json: line 0, col 0, Warning - The URL 'https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur' is also used by ISiKCapabilityStatementTerminRepositoryAkteur in /__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryAkteur-expanded.json: line 0, col 0, Error - URL Mismatch http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur-expanded vs https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryAkteur (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryRolle.json: line 0, col 0, Error - Conformance resource /__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryRolle.json - the canonical URL (http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryRolle) does not match the URL (https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryRolle). Use the special-url parameter if you really mean for it not to match (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminRepositoryRolle.json: line 0, col 0, Error - URL Mismatch http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryRolle vs https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminRepositoryRolle (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminologieRolle.json: line 0, col 0, Error - Conformance resource /__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminologieRolle.json - the canonical URL (http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementTerminologieRolle) does not match the URL (https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminologieRolle). Use the special-url parameter if you really mean for it not to match (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminologieRolle.json: line 1, col 16375, Warning - A definition could not be found for Canonical URL 'https://gematik.de/fhir/isik/ImplementationGuide/ISiK-Basismodul' (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CapabilityStatement-ISiKCapabilityStatementTerminologieRolle.json: line 0, col 0, Error - URL Mismatch http://example.org/fhir/test-termin-ig/CapabilityStatement/ISiKCapabilityStatementTerminologieRolle vs https://gematik.de/fhir/isik/CapabilityStatement/ISiKCapabilityStatementTerminologieRolle (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CodeSystem-CodeSystemExample.json: line 0, col 0, Error - Conformance resource /__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CodeSystem-CodeSystemExample.json - the canonical URL (http://example.org/fhir/test-termin-ig/CodeSystem/CodeSystemExample) does not match the URL (http://example.org/fhir/CodeSystem/TestKatalog). Use the special-url parameter if you really mean for it not to match (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CodeSystem-CodeSystemExample.json: line 1, col 1453, Warning - Published code systems SHOULD conform to the ShareableCodeSystem profile, which says that the element CodeSystem.title is mandatory, but it is not present (REQUIRED)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CodeSystem-CodeSystemExample.json: line 1, col 1453, Warning - Published code systems SHOULD conform to the ShareableCodeSystem profile, which says that the element CodeSystem.description is mandatory, but it is not present (REQUIRED)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/CodeSystem-CodeSystemExample.json: line 0, col 0, Error - URL Mismatch http://example.org/fhir/test-termin-ig/CodeSystem/CodeSystemExample vs http://example.org/fhir/CodeSystem/TestKatalog (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-Fachabteilungskontakt.json: line 68, col 69, Warning - No definition could be found for URL value 'https://test.krankenhaus.de/fhir/sid/besuchsnummer' (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-Fachabteilungskontakt.json: line 72, col 23, Info - Reference to draft CodeSystem http://hl7.org/fhir/encounter-status|4.0.1 (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-Fachabteilungskontakt.json: line 94, col 8, Error - Unable to resolve resource with reference 'Condition/BehandlungsDiagnoseFreitext' (STRUCTURE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-Fachabteilungskontakt.json: line 108, col 6, Error - Unable to resolve resource with reference 'Account/AbrechnungsfallDRG' (STRUCTURE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-Fachabteilungskontakt.json: line 112, col 68, Warning - No definition could be found for URL value 'https://test.krankenhaus.de/fhir/sid/fallnummer' (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-Fachabteilungskontakt.json: line 127, col 10, Error - Slicing cannot be evaluated: Problem with use of resolve() - profile [CanonicalType[https://gematik.de/fhir/isik/StructureDefinition/ExtensionISiKRehaEntlassung]] on Encounter.hospitalization.dischargeDisposition.extension:RehaEntlassung could not be resolved (@char 1) (PROCESSING)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-Fachabteilungskontakt.json: line 165, col 70, Warning - No definition could be found for URL value 'https://test.krankenhaus.de/fhir/sid/locationid' (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-Fachabteilungskontakt.json: line 174, col 72, Warning - No definition could be found for URL value 'https://test.krankenhaus.de/fhir/sid/fachabteilungsid' (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-FachabteilungskontaktBettenverlegung.json: line 91, col 6, Info - This element does not match any known slice defined in the profile https://gematik.de/fhir/isik/StructureDefinition/ISiKKontaktGesundheitseinrichtung|0.0.1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-FachabteilungskontaktBettenverlegung.json: line 32, col 26, Info - Reference to draft CodeSystem http://hl7.org/fhir/encounter-status|4.0.1 (BUSINESSRULE)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-FachabteilungskontaktBettenverlegung.json: line 65, col 69, Warning - No definition could be found for URL value 'https://test.krankenhaus.de/fhir/sid/stationId' (INVALID)
/__w/spec-ISiK-Basismodul/spec-ISiK-Basismodul/publisher-guides/Terminplanung-5/input/resources/Encounter-FachabteilungskontaktBettenverlegung.json: line 84, col 68, Warning - No definition could be found for URL value 'https://test.krankenhaus.de/fhir/sid/zimmerId' (INVALID)
