URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://gematik.de/fhir/isik/ValueSet/ISiKConfidentialityCodes,0.0.1,active,,ISiKConfidentialityCodes,ISiKConfidentialityCodes,"Vertraulichkeitsstufen",,"THO (V3)"
