URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://example.org/fhir/ValueSet/TestValueSet,6.0.0,active,,TestValueSet,,"",,
http://hl7.org/fhir/ValueSet/subscription-notification-type,6.0.0,active,"2.16.840.1.113883.4.642.3.1523",SubscriptionNotificationTypeVS,SubscriptionNotificationType,"The type of notification represented by the status message.",,"Internal"
https://gematik.de/fhir/isik/ValueSet/FhirMimeTypeVS,6.0.0,active,,FhirMimeTypeVS,FhirMimeTypeVS,"FHIR Mime Types",,"Internal"
https://gematik.de/fhir/isik/ValueSet/ISiKBehandlungsergebnisReha,6.0.0,active,,ISiKBehandlungsergebnisRehaVS,,"Behandlungsergebnis Reha gemäß §301(4 UND 4A) SGB V. Diagnosenbezogene Bewertung des Behandlungsergebnisses für einen Versicherten/Berechtigten bei Entlassung aus der Reha-Maßnahme bzw. Stellung eines Antrags auf Verlängerung. Vgl. Schlüsseltabelle 2.71 Diagnose - Behandlungsergebnis.",,"Internal"
https://gematik.de/fhir/isik/ValueSet/ISiKBesondereBehandlungsformReha,6.0.0,active,,ISiKBesondereBehandlungsformRehaVS,,"Besondere Behandlungsform der Reha gemäß §301(4 UND 4A) SGB V. Vgl. Schlüsseltabelle 2.51 Besondere Behandlungsformen.",,"Internal"
https://gematik.de/fhir/isik/ValueSet/ISiKEncounterClassDE,6.0.0,active,,ISiKEncounterClassDE,ISiKEncounterClassDE,"Erweitert das ValueSet EncounterClassDE der Deutschen Basisprofile um die Codes ACUTE, NONAC und OBSENC aus dem HL7 v3 ActCode System zur Harmonisierung mit dem HL7 Europe Hospital Discharge Report (HDR). Ein Issue zur Aufnahme dieser Codes in EncounterClassDE wurde bei den Deutschen Basisprofilen eingereicht.",,"THO (V3)"
https://gematik.de/fhir/isik/ValueSet/ISiKEncounterTypeErweiterungVS,6.0.0,active,,ISiKEncounterTypeErweiterungVS,ISiKEncounterTypeErweiterungVS,"ISiK vereint hierbei das ValueSet [KontaktArtDe](http://fhir.de/CodeSystem/kontaktart-de) aus dem deutschen Basisprofil und die übergangsweise hinzugefügten Codes für den ambulanten Kontakt im Krankenhaus. Dieses ValueSet ist als Übergangslösung zu verstehen, da die Inhalte beim TC Terminologien von HL7 eingebracht sind und sobald sie dort publiziert sind, wird eine Migration auf die dortigen Codes erfolgen.",,"Internal,de.basisprofil.r4"
https://gematik.de/fhir/isik/ValueSet/ISiKEntlassformReha,6.0.0,active,,ISiKEntlassformRehaVS,,"ISiK Entlassform Reha. Beschreibt Form und ggf. Weiterbehandlung der Entlassung eines Versicherten/Berechtigten aus verwaltungs- und medizinischer Sicht. Vgl. Schlüsseltabelle 2.107 Entlassungsform.",,"Internal"
https://gematik.de/fhir/isik/ValueSet/ISiKSubscriptionTopicAppointmentVS,6.0.0,active,,ISiKSubscriptionTopicAppointmentVS,,"Enthaelt die Codes der Subscription Topics, die für die Absage- bzw. Änderung von Terminen relevant sind.",,"Internal"
https://gematik.de/fhir/isik/ValueSet/ISiKSubscriptionTopicVS,6.0.0,active,,ISiKSubscriptionTopicVS,ISiKSubscriptionTopic ValueSet,"ValueSet, das alle Codes des ISiKSubscriptionTopic CodeSystems enthält",,"Internal"
https://gematik.de/fhir/isik/ValueSet/ISiKTerminCancelationReason,6.0.0,active,,ISiKTerminCancelationReason,,"Enthaelt alle erlaubten Gruende fuer eine Stornierung eines ISiKTermins",,"THO"
https://gematik.de/fhir/isik/ValueSet/ISiKTerminPriority,6.0.0,active,,ISiKTerminPriority,,"Enthaelt alle SNOMED Codes, die eine valide Priorität für den ISiKTermin sind",,"SCT"
https://gematik.de/fhir/isik/ValueSet/ISiKUnterbrechungReha,6.0.0,active,,ISiKUnterbrechungRehaVS,,"ISiK Unterbrechung Reha. Dokumentiert die relevanten Gründe einer Unterbrechung einer Rehabilitationsmaßnahme im Einzelfall. Vgl. Schlüsseltabelle 2.111 Erläuterung zur Unterbrechung.",,"Internal"
