URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://gematik.de/fhir/isik/ValueSet/ObservationCodesCRP,6.0.0-rc,active,,ObservationCodesCRP,,"Enthält LOINC-Codes für die Observation CRP","StructureDefinition/ISiKLaboruntersuchungCRP","LOINC"
https://gematik.de/fhir/isik/ValueSet/ObservationCodesGFR,6.0.0-rc,active,,ObservationCodesGFR,,"Enthält LOINC-Codes für die Observation GFR","StructureDefinition/ISiKLaboruntersuchungGFR","LOINC"
https://gematik.de/fhir/isik/ValueSet/ObservationCodesHb,6.0.0-rc,active,,ObservationCodesHb,,"Enthält LOINC-Codes für die Observation Hb","StructureDefinition/ISiKLaboruntersuchungHb","LOINC"
https://gematik.de/fhir/isik/ValueSet/ObservationCodesPCT,6.0.0-rc,active,,ObservationCodesPCT,,"Enthält LOINC-Codes für die Observation PCT","StructureDefinition/ISiKLaboruntersuchungPCT","LOINC"
https://gematik.de/fhir/isik/ValueSet/ObservationCodesSerumkreatinin,6.0.0-rc,active,,ObservationCodesSerumkreatinin,,"Enthält LOINC-Codes für die Observation Serumkreatinin","StructureDefinition/ISiKLaboruntersuchungSerumkreatinin","LOINC"
https://gematik.de/fhir/isik/ValueSet/ObservationCodesTSH,6.0.0-rc,active,,ObservationCodesTSH,,"Enthält LOINC-Codes für die Observation TSH","StructureDefinition/ISiKLaboruntersuchungTSH","LOINC"
https://gematik.de/fhir/isik/ValueSet/ObservationCodesThrombozyten,6.0.0-rc,active,,ObservationCodesThrombozyten,,"Enthält LOINC-Codes für die Observation Thrombozyten","StructureDefinition/ISiKLaboruntersuchungThrombozyten","LOINC"
https://gematik.de/fhir/isik/ValueSet/ObservationCodesTroponin,6.0.0-rc,active,,ObservationCodesTroponin,,"Enthält LOINC-Codes für die Observation Troponin","StructureDefinition/ISiKLaboruntersuchungTroponin","LOINC"
https://gematik.de/fhir/isik/ValueSet/ObservationUnitsCRP,6.0.0-rc,active,,ObservationUnitsCRP,,"Enthält UCUM-Einheiten für die Observation CRP","StructureDefinition/ISiKLaboruntersuchungCRP","UCUM"
https://gematik.de/fhir/isik/ValueSet/ObservationUnitsGFR,6.0.0-rc,active,,ObservationUnitsGFR,,"Enthält UCUM-Einheiten für die Observation GFR","StructureDefinition/ISiKLaboruntersuchungGFR","UCUM"
https://gematik.de/fhir/isik/ValueSet/ObservationUnitsHb,6.0.0-rc,active,,ObservationUnitsHb,,"Enthält UCUM-Einheiten für die Observation Hb","StructureDefinition/ISiKLaboruntersuchungHb","UCUM"
https://gematik.de/fhir/isik/ValueSet/ObservationUnitsPCT,6.0.0-rc,active,,ObservationUnitsPCT,,"Enthält UCUM-Einheiten für die Observation PCT","StructureDefinition/ISiKLaboruntersuchungPCT","UCUM"
https://gematik.de/fhir/isik/ValueSet/ObservationUnitsSerumkreatinin,6.0.0-rc,active,,ObservationUnitsSerumkreatinin,,"Enthält UCUM-Einheiten für die Observation Serumkreatinin","StructureDefinition/ISiKLaboruntersuchungSerumkreatinin","UCUM"
https://gematik.de/fhir/isik/ValueSet/ObservationUnitsTSH,6.0.0-rc,active,,ObservationUnitsTSH,,"Enthält UCUM-Einheiten für die Observation TSH","StructureDefinition/ISiKLaboruntersuchungTSH","UCUM"
https://gematik.de/fhir/isik/ValueSet/ObservationUnitsThrombozyten,6.0.0-rc,active,,ObservationUnitsThrombozyten,,"Enthält UCUM-Einheiten für die Observation Thrombozyten","StructureDefinition/ISiKLaboruntersuchungThrombozyten","UCUM"
https://gematik.de/fhir/isik/ValueSet/ObservationUnitsTroponin,6.0.0-rc,active,,ObservationUnitsTroponin,,"Enthält UCUM-Einheiten für die Observation Troponin","StructureDefinition/ISiKLaboruntersuchungTroponin","UCUM"
